,gid_3
10295,PHL.24.6.54_1
10296,PHL.24.6.55_1
10297,PHL.24.6.56_1
10298,PHL.24.6.57_1
10299,PHL.24.6.58_1
10300,PHL.24.6.59_1
10301,PHL.24.6.60_1
10302,PHL.24.6.61_1
10303,PHL.24.6.62_1
10304,PHL.24.6.63_1
10305,PHL.24.6.64_1
10306,PHL.24.6.65_1
10307,PHL.24.6.66_1
10308,PHL.24.6.67_1
10309,PHL.24.6.68_1
10310,PHL.24.6.69_1
10311,PHL.24.6.70_1
10312,PHL.24.6.71_1
10313,PHL.24.6.72_1
10314,PHL.24.6.73_1
10331,PHL.24.8.1_1
10336,PHL.24.8.6_1
10337,PHL.24.8.7_1
10339,PHL.24.8.9_1
10340,PHL.24.8.10_1
10341,PHL.24.8.11_1
10342,PHL.24.8.12_1
10344,PHL.24.8.14_1
10345,PHL.24.8.15_1
10347,PHL.24.8.17_1
10348,PHL.24.8.18_1
10349,PHL.24.8.19_1
10351,PHL.24.8.21_1
10352,PHL.24.8.22_1
10355,PHL.24.19.12_1
10356,PHL.24.8.25_1
10358,PHL.24.8.27_1
10360,PHL.24.9.2_1
10361,PHL.24.9.3_1
10362,PHL.24.9.4_1
10363,PHL.24.9.5_1
10364,PHL.24.9.6_1
10365,PHL.24.9.7_1
10366,PHL.24.9.8_1
10367,PHL.24.9.9_1
10368,PHL.24.9.10_1
10369,PHL.24.9.11_1
10370,PHL.24.9.12_1
10373,PHL.24.9.14_1
10374,PHL.24.9.15_1
10375,PHL.24.9.16_1
10377,PHL.24.9.18_1
10378,PHL.24.9.19_1
10381,PHL.24.9.22_1
10382,PHL.24.9.23_1
10383,PHL.24.9.24_1
10385,PHL.24.9.25_1
10386,PHL.24.9.26_1
10387,PHL.24.9.27_1
10388,PHL.24.9.28_1
10389,PHL.24.9.29_1
10390,PHL.24.9.30_1
10392,PHL.24.9.32_1
10393,PHL.24.9.33_1
10394,PHL.24.10.1_1
10395,PHL.24.10.2_1
10397,PHL.24.10.6_1
10398,PHL.24.10.7_1
10399,PHL.24.10.8_1
10400,PHL.24.10.9_1
10401,PHL.24.10.10_1
10404,PHL.24.10.13_1
10405,PHL.24.10.14_1
10406,PHL.24.10.15_1
10407,PHL.24.10.16_1
10408,PHL.24.10.17_1
10409,PHL.24.10.18_1
10416,PHL.24.10.30_1
10418,PHL.24.10.32_1
10419,PHL.24.10.33_1
10425,PHL.24.10.39_1
10426,PHL.24.10.40_1
10429,PHL.24.10.43_1
10430,PHL.24.10.44_1
10431,PHL.24.10.45_1
10432,PHL.24.10.46_1
10433,PHL.24.10.47_1
10434,PHL.24.10.48_1
10435,PHL.24.10.49_1
10436,PHL.24.10.50_1
10437,PHL.24.10.51_1
10438,PHL.24.10.52_1
10459,PHL.24.10.73_1
10493,PHL.24.11.11_1
10494,PHL.24.11.12_1
10497,PHL.24.11.15_1
10500,PHL.24.11.18_1
10503,PHL.24.11.21_1
10512,PHL.24.11.29_1
10513,PHL.24.11.30_1
10522,PHL.24.15.14_1
10537,PHL.24.19.10_1
10562,PHL.24.15.12_1
10564,PHL.24.14.2_1
10565,PHL.24.14.3_1
10566,PHL.24.14.4_1
10567,PHL.24.14.5_1
10568,PHL.24.14.6_1
10571,PHL.24.14.9_1
10576,PHL.24.15.13_1
10586,PHL.24.14.23_1
10587,PHL.24.14.24_1
10590,PHL.24.14.27_1
10591,PHL.24.15.1_1
10593,PHL.24.15.3_1
10594,PHL.24.15.4_1
10595,PHL.24.15.5_1
10596,PHL.24.15.6_1
10597,PHL.24.15.7_1
10598,PHL.24.15.8_1
10599,PHL.24.15.15_1
10600,PHL.24.15.16_1
10601,PHL.24.15.17_1
10605,PHL.24.15.21_1
10606,PHL.24.15.22_1
10607,PHL.24.15.23_1
10608,PHL.24.15.24_1
10622,PHL.24.16.14_1
10626,PHL.24.16.18_1
10627,PHL.24.19.11_1
10629,PHL.24.16.20_1
10631,PHL.24.16.22_1
10641,PHL.24.17.2_1
10642,PHL.24.17.3_1
10643,PHL.24.17.4_1
10644,PHL.24.17.5_1
10647,PHL.24.17.8_1
10650,PHL.24.17.11_1
10652,PHL.24.17.13_1
10654,PHL.24.17.15_1
10655,PHL.24.17.16_1
10656,PHL.24.18.1_1
10657,PHL.24.18.2_1
10658,PHL.24.18.3_1
10659,PHL.24.18.4_1
10660,PHL.24.18.5_1
10661,PHL.24.18.6_1
10662,PHL.24.18.7_1
10663,PHL.24.18.8_1
10664,PHL.24.18.9_1
10665,PHL.24.18.10_1
10668,PHL.24.18.12_1
10669,PHL.24.18.13_1
10670,PHL.24.18.14_1
10671,PHL.24.18.15_1
10672,PHL.24.18.16_1
10673,PHL.24.18.17_1
10674,PHL.24.18.18_1
10676,PHL.24.18.20_1
10677,PHL.24.19.1_1
10678,PHL.24.19.2_1
10679,PHL.24.19.3_1
10680,PHL.24.19.4_1
10681,PHL.24.19.5_1
10682,PHL.24.19.6_1
10683,PHL.24.19.7_1
10684,PHL.24.19.8_1
10685,PHL.24.19.9_1
10686,PHL.24.19.13_1
10687,PHL.24.19.14_1
10688,PHL.24.19.15_1
10689,PHL.24.19.16_1
10690,PHL.24.19.17_1
10692,PHL.24.19.19_1
10693,PHL.24.19.20_1
10695,PHL.24.19.22_1
10696,PHL.24.19.23_1
10697,PHL.24.19.24_1
10698,PHL.24.19.25_1
10699,PHL.24.19.26_1
10700,PHL.24.19.27_1
10701,PHL.24.19.28_1
10702,PHL.24.19.29_1
10703,PHL.24.19.30_1
10704,PHL.24.19.31_1
10706,PHL.24.19.33_1
10707,PHL.24.19.34_1
10708,PHL.24.19.48_1
10709,PHL.24.19.35_1
10710,PHL.24.19.36_1
10711,PHL.24.19.37_1
10712,PHL.24.19.38_1
10714,PHL.24.19.40_1
10715,PHL.24.19.41_1
10716,PHL.24.19.42_1
10717,PHL.24.19.43_1
10719,PHL.24.19.45_1
10720,PHL.24.19.46_1
10721,PHL.24.19.47_1
10723,PHL.24.19.49_1
10724,PHL.24.19.50_1
10725,PHL.24.19.51_1
10726,PHL.24.19.52_1
10727,PHL.24.19.53_1
10728,PHL.24.19.54_1
10729,PHL.24.19.55_1
10730,PHL.24.19.56_1
10732,PHL.24.19.58_1
10734,PHL.24.19.60_1
10735,PHL.24.19.61_1
10736,PHL.24.19.62_1
10737,PHL.24.19.63_1
10750,PHL.24.20.13_1
10751,PHL.24.20.14_1
10752,PHL.24.20.15_1
10753,PHL.24.20.16_1
10756,PHL.24.20.19_1
10757,PHL.24.20.20_1
10758,PHL.24.20.21_1
10759,PHL.24.20.22_1
10762,PHL.24.20.25_1
10763,PHL.24.20.26_1
10766,PHL.24.20.29_1
10768,PHL.24.20.31_1
10773,PHL.24.21.1_1
10774,PHL.24.21.30_1
10775,PHL.24.21.2_1
10776,PHL.24.21.3_1
10777,PHL.24.21.4_1
10778,PHL.24.21.5_1
10779,PHL.24.21.6_1
10780,PHL.24.21.7_1
10782,PHL.24.21.9_1
10783,PHL.24.21.10_1
10784,PHL.24.21.11_1
10785,PHL.24.21.12_1
10786,PHL.24.21.13_1
10787,PHL.24.21.14_1
10788,PHL.24.21.15_1
10791,PHL.24.21.17_1
10793,PHL.24.21.19_1
10794,PHL.24.21.20_1
10795,PHL.24.21.21_1
10796,PHL.24.21.22_1
10803,PHL.24.21.29_1
10805,PHL.24.21.32_1
10810,PHL.24.21.37_1
10811,PHL.24.21.38_1
10812,PHL.24.21.39_1
10823,PHL.24.22.7_1
10824,PHL.24.22.8_1
10833,PHL.24.23.6_1
10838,PHL.24.23.11_1
10840,PHL.24.23.12_1
10843,PHL.25.1.2_1
10844,PHL.25.1.3_1
10847,PHL.25.1.6_1
10848,PHL.25.1.7_1
10850,PHL.25.1.8_1
10857,PHL.25.17.6_1
10873,PHL.25.17.7_1
10880,PHL.25.17.8_1
10936,PHL.25.11.7_1
10965,PHL.25.7.3_1
10974,PHL.25.7.12_1
10975,PHL.25.7.13_1
10983,PHL.25.7.19_1
10989,PHL.25.7.25_1
11066,PHL.25.11.3_1
11067,PHL.25.11.4_1
11095,PHL.25.11.1_1
11096,PHL.25.11.2_1
11097,PHL.25.11.9_1
11098,PHL.25.11.10_1
11100,PHL.25.11.12_1
11101,PHL.25.11.13_1
11105,PHL.25.11.17_1
11107,PHL.25.11.29_1
11111,PHL.25.11.22_1
11153,PHL.25.15.7_1
11154,PHL.25.14.6_1
11157,PHL.25.14.9_1
11158,PHL.25.14.10_1
11159,PHL.25.14.11_1
11160,PHL.25.14.12_1
11164,PHL.25.14.15_1
11167,PHL.25.15.3_1
11170,PHL.25.15.6_1
11179,PHL.25.15.16_1
11180,PHL.25.15.17_1
11197,PHL.25.16.12_1
11199,PHL.25.16.14_1
11203,PHL.25.16.18_1
11214,PHL.25.17.21_1
11230,PHL.25.17.36_1
11245,PHL.25.17.54_1
11269,PHL.25.17.78_1
11278,PHL.25.18.6_1
11281,PHL.25.18.9_1
11283,PHL.25.18.11_1
11286,PHL.25.18.14_1
11306,PHL.25.21.8_1
11307,PHL.25.21.9_1
11330,PHL.25.21.2_1
11332,PHL.25.21.4_1
11334,PHL.25.21.6_1
11337,PHL.25.21.11_1
11338,PHL.25.21.12_1
11339,PHL.25.21.13_1
11344,PHL.25.21.17_1
11346,PHL.25.21.19_1
11347,PHL.25.21.20_1
11372,PHL.27.10.13_1
11380,PHL.25.23.9_1
11385,PHL.25.23.14_1
11389,PHL.25.23.19_1
11395,PHL.25.23.25_1
11400,PHL.25.23.29_1
11407,PHL.25.31.5_1
11411,PHL.25.23.38_1
11412,PHL.25.23.39_1
11413,PHL.25.23.40_1
11465,PHL.25.26.12_1
11477,PHL.27.10.14_1
11503,PHL.25.28.4_1
11543,PHL.25.31.3_1
11545,PHL.25.31.7_1
11547,PHL.25.31.9_1
11549,PHL.25.31.11_1
11557,PHL.25.33.12_1
11559,PHL.25.31.20_1
11564,PHL.25.31.25_1
11568,PHL.25.33.13_1
11570,PHL.25.32.2_1
11572,PHL.25.32.4_1
11573,PHL.25.32.5_1
11576,PHL.25.32.8_1
11577,PHL.25.32.9_1
11582,PHL.25.32.12_1
11583,PHL.25.32.13_1
11584,PHL.25.32.14_1
11587,PHL.25.32.17_1
11589,PHL.25.33.16_1
11591,PHL.25.32.19_1
11598,PHL.25.33.7_1
11600,PHL.25.33.9_1
11603,PHL.25.33.18_1
11607,PHL.25.34.3_1
11615,PHL.25.34.11_1
11617,PHL.25.34.13_1
11619,PHL.25.34.15_1
11625,PHL.25.35.6_1
11628,PHL.25.35.9_1
11634,PHL.25.35.14_1
11639,PHL.25.35.19_1
11642,PHL.25.35.22_1
11644,PHL.25.35.25_1
11647,PHL.25.35.28_1
11732,PHL.25.40.6_1
11736,PHL.25.40.10_1
11758,PHL.25.42.1_1
11763,PHL.25.42.6_1
11768,PHL.25.42.11_1
11770,PHL.25.42.13_1
11771,PHL.25.42.14_1
11776,PHL.25.42.16_1
11792,PHL.25.44.5_1
11837,PHL.25.46.1_1
11838,PHL.25.46.5_1
11850,PHL.25.47.4_1
11859,PHL.25.47.21_1
11880,PHL.25.48.17_1
11888,PHL.25.51.11_1
11917,PHL.25.51.12_1
11922,PHL.25.51.2_1
11929,PHL.25.51.9_1
12129,PHL.26.4.17_1
12199,PHL.26.7.14_1
12201,PHL.26.7.16_1
12286,PHL.27.1.3_1
12297,PHL.27.1.13_1
12305,PHL.27.6.7_1
12306,PHL.27.2.1_1
12308,PHL.27.2.3_1
12311,PHL.27.3.1_1
12312,PHL.27.3.2_1
12313,PHL.27.3.3_1
12314,PHL.27.3.4_1
12315,PHL.27.3.5_1
12316,PHL.27.3.6_1
12318,PHL.27.3.8_1
12319,PHL.27.3.9_1
12320,PHL.27.3.10_1
12321,PHL.27.3.11_1
12323,PHL.27.3.13_1
12325,PHL.27.3.15_1
12326,PHL.27.3.16_1
12328,PHL.27.3.18_1
12329,PHL.27.3.19_1
12331,PHL.27.3.20_1
12351,PHL.27.5.9_1
12355,PHL.27.6.8_1
12367,PHL.27.6.4_1
12369,PHL.27.6.9_1
12375,PHL.27.6.15_1
12378,PHL.27.6.18_1
12384,PHL.27.6.24_1
12385,PHL.27.6.25_1
12386,PHL.27.6.26_1
12387,PHL.27.6.27_1
12388,PHL.27.6.28_1
12389,PHL.27.6.29_1
12390,PHL.27.6.30_1
12394,PHL.27.6.34_1
12395,PHL.27.6.35_1
12396,PHL.27.6.36_1
12397,PHL.27.6.37_1
12414,PHL.27.7.12_1
12415,PHL.27.7.13_1
12424,PHL.27.7.22_1
12442,PHL.27.7.37_1
12466,PHL.27.9.4_1
12476,PHL.27.9.16_1
12481,PHL.27.10.11_1
12482,PHL.27.10.2_1
12484,PHL.27.10.4_1
12485,PHL.27.10.5_1
12486,PHL.27.10.6_1
12489,PHL.27.10.9_1
12490,PHL.27.10.10_1
12491,PHL.27.10.15_1
12493,PHL.27.10.17_1
12494,PHL.27.10.18_1
12497,PHL.27.10.21_1
12498,PHL.27.10.22_1
12499,PHL.27.10.23_1
12504,PHL.28.1.1_1
12506,PHL.28.1.3_1
12507,PHL.28.1.4_1
12508,PHL.28.1.5_1
12509,PHL.28.1.6_1
12511,PHL.28.1.8_1
12514,PHL.28.1.11_1
12515,PHL.28.1.12_1
12516,PHL.28.1.13_1
12517,PHL.28.1.14_1
12520,PHL.28.1.16_1
12522,PHL.28.1.18_1
12523,PHL.28.1.19_1
12525,PHL.28.1.21_1
12528,PHL.28.1.24_1
12529,PHL.28.1.25_1
12530,PHL.28.2.1_1
12532,PHL.28.2.3_1
12535,PHL.28.2.4_1
12537,PHL.28.2.6_1
12542,PHL.28.2.11_1
12543,PHL.28.2.12_1
12544,PHL.28.2.13_1
12545,PHL.28.2.15_1
12585,PHL.28.2.60_1
12586,PHL.28.2.61_1
12587,PHL.28.2.62_1
12588,PHL.28.2.63_1
12592,PHL.28.2.67_1
12595,PHL.28.2.70_1
12596,PHL.28.2.71_1
12599,PHL.28.2.74_1
12600,PHL.28.2.75_1
12602,PHL.28.2.77_1
12606,PHL.28.2.81_1
12607,PHL.28.5.8_1
12608,PHL.28.2.82_1
12622,PHL.28.2.95_1
12629,PHL.28.2.124_1
12630,PHL.28.2.102_1
12636,PHL.28.2.108_1
12638,PHL.28.2.110_1
12640,PHL.28.2.158_1
12644,PHL.28.2.115_1
12645,PHL.28.2.116_1
12647,PHL.28.2.118_1
12649,PHL.28.2.120_1
12651,PHL.28.2.122_1
12655,PHL.28.2.127_1
12659,PHL.28.2.131_1
12661,PHL.28.2.133_1
12663,PHL.28.2.135_1
12678,PHL.28.2.149_1
12679,PHL.28.2.150_1
12682,PHL.28.2.153_1
12683,PHL.28.2.154_1
12685,PHL.28.2.156_1
12687,PHL.28.2.159_1
12690,PHL.28.2.162_1
12698,PHL.28.2.170_1
12700,PHL.28.2.172_1
12701,PHL.28.2.173_1
12702,PHL.28.2.174_1
12705,PHL.28.2.177_1
12706,PHL.28.2.178_1
12708,PHL.28.2.180_1
12713,PHL.28.3.4_1
12714,PHL.28.3.5_1
12718,PHL.28.3.9_1
12723,PHL.28.3.13_1
12724,PHL.28.3.14_1
12726,PHL.28.3.16_1
12729,PHL.28.3.19_1
12730,PHL.28.3.20_1
12732,PHL.28.3.22_1
12733,PHL.28.3.23_1
12735,PHL.28.3.25_1
12736,PHL.28.3.26_1
12752,PHL.28.5.2_1
12755,PHL.28.5.5_1
12756,PHL.28.5.6_1
12757,PHL.28.5.7_1
12758,PHL.28.5.9_1
12760,PHL.28.5.11_1
12761,PHL.28.5.12_1
12762,PHL.28.5.13_1
12763,PHL.28.5.14_1
12765,PHL.28.5.16_1
12766,PHL.28.5.17_1
12767,PHL.28.5.18_1
12769,PHL.28.5.20_1
12770,PHL.28.5.21_1
12772,PHL.28.7.3_1
12792,PHL.31.13.15_1
12805,PHL.28.7.7_1
12808,PHL.28.7.10_1
12809,PHL.28.7.11_1
12812,PHL.28.7.14_1
12813,PHL.28.7.15_1
12815,PHL.28.7.17_1
12817,PHL.28.7.19_1
12818,PHL.28.7.20_1
12821,PHL.28.11.15_1
12822,PHL.28.7.23_1
12823,PHL.28.7.24_1
12824,PHL.28.7.25_1
12826,PHL.28.7.27_1
12837,PHL.28.8.8_1
12840,PHL.28.8.11_1
12845,PHL.28.8.16_1
12855,PHL.28.9.3_1
12858,PHL.28.9.6_1
12863,PHL.28.9.11_1
12864,PHL.28.9.12_1
12871,PHL.28.10.4_1
12902,PHL.28.11.3_1
12906,PHL.28.11.7_1
12907,PHL.28.11.8_1
12914,PHL.28.11.19_1
12915,PHL.28.11.20_1
12920,PHL.28.11.25_1
12922,PHL.28.11.27_1
12924,PHL.28.11.29_1
12925,PHL.28.11.30_1
12929,PHL.28.12.1_1
12930,PHL.28.12.2_1
12931,PHL.28.12.3_1
12932,PHL.28.12.4_1
12934,PHL.28.12.6_1
12935,PHL.28.12.7_1
12936,PHL.28.12.8_1
12937,PHL.28.12.9_1
12942,PHL.28.12.14_1
12943,PHL.28.12.15_1
12944,PHL.28.12.16_1
12949,PHL.28.13.18_1
12950,PHL.28.13.4_1
12951,PHL.28.13.5_1
12962,PHL.28.13.14_1
12965,PHL.28.13.17_1
12981,PHL.28.14.16_1
13002,PHL.28.16.2_1
13004,PHL.28.16.4_1
13005,PHL.28.16.5_1
13006,PHL.28.16.6_1
13007,PHL.28.16.7_1
13014,PHL.28.16.14_1
13018,PHL.28.16.16_1
13020,PHL.28.16.18_1
13021,PHL.28.16.19_1
13022,PHL.28.16.20_1
13024,PHL.28.16.22_1
13025,PHL.28.16.23_1
13026,PHL.28.16.24_1
13027,PHL.28.16.25_1
13093,PHL.29.5.6_1
13325,PHL.31.6.2_1
13333,PHL.31.6.3_1
13361,PHL.31.6.4_1
13365,PHL.31.3.8_1
13368,PHL.31.3.11_1
13369,PHL.31.3.12_1
13370,PHL.31.3.13_1
13374,PHL.31.4.1_1
13378,PHL.31.4.5_1
13384,PHL.31.4.11_1
13389,PHL.31.4.21_1
13390,PHL.31.4.22_1
13396,PHL.31.4.28_1
13398,PHL.31.4.30_1
13401,PHL.31.4.32_1
13404,PHL.31.4.35_1
13405,PHL.31.4.36_1
13406,PHL.31.4.37_1
13407,PHL.31.4.38_1
13408,PHL.31.4.39_1
13409,PHL.31.4.40_1
13410,PHL.31.4.41_1
13413,PHL.31.4.44_1
13414,PHL.31.4.45_1
13425,PHL.31.4.56_1
13434,PHL.31.5.2_1
13435,PHL.31.5.3_1
13436,PHL.31.5.4_1
13437,PHL.31.5.5_1
13438,PHL.31.5.6_1
13439,PHL.31.5.7_1
13440,PHL.31.5.8_1
13441,PHL.31.5.9_1
13442,PHL.31.5.10_1
13443,PHL.31.5.11_1
13448,PHL.31.5.18_1
13449,PHL.31.5.19_1
13456,PHL.31.5.26_1
13457,PHL.31.6.5_1
13458,PHL.31.6.6_1
13460,PHL.31.6.8_1
13461,PHL.31.6.9_1
13462,PHL.31.6.10_1
13463,PHL.31.6.11_1
13464,PHL.31.6.12_1
13465,PHL.31.6.13_1
13466,PHL.31.6.14_1
13467,PHL.31.6.15_1
13468,PHL.31.6.16_1
13477,PHL.31.6.23_1
13483,PHL.31.6.29_1
13484,PHL.31.6.34_1
13495,PHL.31.6.45_1
13647,PHL.31.13.2_1
13649,PHL.31.13.4_1
13650,PHL.31.13.5_1
13651,PHL.31.13.6_1
13653,PHL.31.13.8_1
13654,PHL.31.13.9_1
13655,PHL.31.13.10_1
13656,PHL.31.13.11_1
13657,PHL.31.13.12_1
13658,PHL.31.13.13_1
13659,PHL.31.13.14_1
13669,PHL.31.13.25_1
13670,PHL.31.13.26_1
13673,PHL.31.13.28_1
13676,PHL.31.13.31_1
13693,PHL.31.15.7_1
13728,PHL.31.17.5_1
13729,PHL.31.17.6_1
13732,PHL.31.17.9_1
13734,PHL.31.17.11_1
13743,PHL.31.17.18_1
13744,PHL.31.17.19_1
13745,PHL.31.17.20_1
13750,PHL.31.17.25_1
13751,PHL.31.17.26_1
13754,PHL.31.17.30_1
13755,PHL.31.17.31_1
13756,PHL.31.17.32_1
13762,PHL.31.17.38_1
13764,PHL.31.17.40_1
13766,PHL.31.17.41_1
13784,PHL.35.3.14_1
13832,PHL.31.20.1_1
13833,PHL.31.20.2_1
13834,PHL.33.2.4_1
13835,PHL.31.20.3_1
13836,PHL.31.20.4_1
13838,PHL.31.20.6_1
13843,PHL.31.20.11_1
13845,PHL.31.20.13_1
13847,PHL.31.20.15_1
13867,PHL.31.22.2_1
13868,PHL.31.22.3_1
13871,PHL.31.22.6_1
13873,PHL.31.22.8_1
13874,PHL.31.22.9_1
13875,PHL.31.22.10_1
13876,PHL.31.22.11_1
13879,PHL.31.22.12_1
13882,PHL.31.22.15_1
13883,PHL.31.22.16_1
13885,PHL.31.22.18_1
13893,PHL.31.23.13_1
13895,PHL.31.23.15_1
13896,PHL.31.23.16_1
13897,PHL.31.23.17_1
13898,PHL.31.23.18_1
13900,PHL.31.23.20_1
13937,PHL.35.3.15_1
13964,PHL.35.3.16_1
13979,PHL.32.4.4_1
13985,PHL.32.4.9_1
13997,PHL.32.5.8_1
14005,PHL.32.5.13_1
14029,PHL.33.2.10_1
14082,PHL.34.12.16_1
14091,PHL.35.3.17_1
14140,PHL.34.2.34_1
14178,PHL.34.2.1_1
14179,PHL.34.2.2_1
14180,PHL.34.2.3_1
14181,PHL.34.2.4_1
14182,PHL.34.2.5_1
14183,PHL.34.2.6_1
14184,PHL.34.2.7_1
14185,PHL.34.2.8_1
14186,PHL.34.2.9_1
14187,PHL.35.6.32_1
14188,PHL.34.2.10_1
14189,PHL.34.2.11_1
14190,PHL.34.2.12_1
14191,PHL.34.2.13_1
14192,PHL.34.2.14_1
14195,PHL.34.2.17_1
14196,PHL.34.2.18_1
14197,PHL.34.2.19_1
14199,PHL.34.2.20_1
14200,PHL.34.2.21_1
14201,PHL.34.2.22_1
14202,PHL.34.2.23_1
14203,PHL.34.2.24_1
14204,PHL.34.2.25_1
14205,PHL.34.2.26_1
14206,PHL.34.2.27_1
14207,PHL.34.2.28_1
14208,PHL.34.2.29_1
14209,PHL.34.2.30_1
14210,PHL.34.2.31_1
14211,PHL.34.2.32_1
14212,PHL.34.2.33_1
14213,PHL.35.6.33_1
14214,PHL.34.2.35_1
14215,PHL.34.2.36_1
14216,PHL.34.2.37_1
14217,PHL.34.2.38_1
14218,PHL.34.2.39_1
14219,PHL.34.2.40_1
14220,PHL.34.2.41_1
14221,PHL.34.2.42_1
14222,PHL.34.2.43_1
14245,PHL.34.3.22_1
14247,PHL.34.6.13_1
14256,PHL.34.4.1_1
14258,PHL.34.4.4_1
14259,PHL.34.4.5_1
14260,PHL.34.4.6_1
14261,PHL.34.4.7_1
14264,PHL.34.4.10_1
14267,PHL.34.4.13_1
14268,PHL.34.4.14_1
14269,PHL.34.4.15_1
14289,PHL.34.6.1_1
14290,PHL.34.6.2_1
14291,PHL.34.6.3_1
14292,PHL.34.6.4_1
14293,PHL.34.6.5_1
14295,PHL.34.6.7_1
14296,PHL.34.6.8_1
14297,PHL.34.6.9_1
14298,PHL.34.6.10_1
14300,PHL.34.6.12_1
14301,PHL.66.4.6_1
14303,PHL.34.6.15_1
14304,PHL.34.6.16_1
14306,PHL.34.6.18_1
14307,PHL.34.6.19_1
14308,PHL.34.6.20_1
14309,PHL.34.6.21_1
14311,PHL.34.6.23_1
14315,PHL.34.6.26_1
14316,PHL.34.6.27_1
14317,PHL.34.6.28_1
14318,PHL.34.6.29_1
14321,PHL.34.6.32_1
14322,PHL.34.6.33_1
14324,PHL.34.6.35_1
14325,PHL.34.6.36_1
14326,PHL.34.6.37_1
14327,PHL.34.6.38_1
14329,PHL.34.6.40_1
14331,PHL.34.6.42_1
14332,PHL.34.6.43_1
14333,PHL.34.7.1_1
14336,PHL.34.7.4_1
14337,PHL.34.7.5_1
14341,PHL.34.7.8_1
14342,PHL.34.7.9_1
14343,PHL.34.7.10_1
14349,PHL.34.9.1_1
14352,PHL.34.9.4_1
14354,PHL.34.9.6_1
14355,PHL.34.9.7_1
14358,PHL.34.9.9_1
14359,PHL.34.9.10_1
14363,PHL.34.9.14_1
14364,PHL.34.9.15_1
14368,PHL.34.9.18_1
14369,PHL.34.9.19_1
14370,PHL.34.9.20_1
14372,PHL.34.9.22_1
14373,PHL.34.9.23_1
14403,PHL.34.12.1_1
14404,PHL.34.12.2_1
14405,PHL.34.12.3_1
14406,PHL.34.12.4_1
14407,PHL.34.12.5_1
14408,PHL.34.12.6_1
14409,PHL.34.12.7_1
14410,PHL.34.12.8_1
14411,PHL.34.12.9_1
14412,PHL.34.12.10_1
14413,PHL.34.12.11_1
14414,PHL.34.12.12_1
14415,PHL.34.12.13_1
14416,PHL.34.12.14_1
14417,PHL.34.12.15_1
14418,PHL.34.12.17_1
14419,PHL.34.12.18_1
14420,PHL.34.12.19_1
14421,PHL.34.12.20_1
14422,PHL.34.12.21_1
14423,PHL.34.12.22_1
14424,PHL.34.12.23_1
14425,PHL.34.12.24_1
14426,PHL.34.12.25_1
14441,PHL.34.12.39_1
14442,PHL.34.12.40_1
14447,PHL.34.12.45_1
14448,PHL.34.12.46_1
14449,PHL.34.12.47_1
14450,PHL.34.12.48_1
14451,PHL.34.12.49_1
14452,PHL.34.12.50_1
14453,PHL.34.12.51_1
14454,PHL.34.12.52_1
14455,PHL.34.12.53_1
14456,PHL.34.12.54_1
14457,PHL.34.12.55_1
14458,PHL.34.12.56_1
14459,PHL.34.12.57_1
14460,PHL.34.12.58_1
14461,PHL.34.12.59_1
14462,PHL.34.12.60_1
14464,PHL.34.12.61_1
14465,PHL.34.12.62_1
14467,PHL.34.12.64_1
14468,PHL.34.12.65_1
14469,PHL.34.12.66_1
14470,PHL.34.12.67_1
14471,PHL.34.12.68_1
14472,PHL.34.12.69_1
14475,PHL.34.12.71_1
14479,PHL.34.12.75_1
14480,PHL.34.12.76_1
14481,PHL.34.12.77_1
14482,PHL.34.12.78_1
14483,PHL.34.12.79_1
14484,PHL.34.12.80_1
14512,PHL.34.15.4_1
14513,PHL.34.15.14_1
14516,PHL.34.15.8_1
14519,PHL.34.15.11_1
14520,PHL.34.15.12_1
14525,PHL.34.17.2_1
14526,PHL.34.17.3_1
14529,PHL.34.17.6_1
14532,PHL.34.17.9_1
14533,PHL.34.18.33_1
14534,PHL.66.4.7_1
14537,PHL.34.17.12_1
14538,PHL.34.17.13_1
14541,PHL.34.17.16_1
14543,PHL.34.17.18_1
14544,PHL.34.17.19_1
14547,PHL.34.17.20_1
14548,PHL.34.17.21_1
14553,PHL.34.17.26_1
14554,PHL.34.17.27_1
14556,PHL.34.17.29_1
14557,PHL.34.17.30_1
14561,PHL.34.18.1_1
14562,PHL.34.18.2_1
14565,PHL.34.18.5_1
14566,PHL.34.18.6_1
14567,PHL.34.18.7_1
14570,PHL.35.3.10_1
14572,PHL.34.18.11_1
14573,PHL.34.18.12_1
14574,PHL.34.18.13_1
14575,PHL.34.18.14_1
14576,PHL.34.18.15_1
14578,PHL.34.18.17_1
14579,PHL.34.18.18_1
14580,PHL.34.18.19_1
14581,PHL.34.18.20_1
14583,PHL.34.18.21_1
14584,PHL.34.18.22_1
14585,PHL.34.18.23_1
14590,PHL.34.18.28_1
14593,PHL.34.18.31_1
14594,PHL.34.18.32_1
14605,PHL.35.3.11_1
14618,PHL.34.20.1_1
14620,PHL.34.20.3_1
14626,PHL.34.20.9_1
14627,PHL.34.20.10_1
14628,PHL.34.20.11_1
14629,PHL.34.20.25_1
14630,PHL.34.20.12_1
14634,PHL.34.20.16_1
14636,PHL.34.20.18_1
14642,PHL.34.20.24_1
14643,PHL.34.21.1_1
14644,PHL.34.21.2_1
14645,PHL.34.21.3_1
14646,PHL.34.21.4_1
14647,PHL.34.21.5_1
